"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy","1",1.78130439994857,9
2,"Neutral","2",1.18055849999655,12
3,"Untrustworthy","3",1.51131790003274,3
4,"Untrustworthy","None",NA,9
5,"Untrustworthy","1",1.5504858000204,9
6,"Trustworthy","2",2.00044380000327,12
7,"Untrustworthy","2",1.81739830004517,6
8,"Neutral","3",1.75050409999676,3
9,"Untrustworthy","1",3.03530150000006,9
10,"Neutral","2",2.05053510004655,12
11,"Trustworthy","4",1.4006266000215,18
12,"Trustworthy","4",2.65073450002819,18
13,"Neutral","1",3.51708200003486,9
14,"Trustworthy","4",2.10081809991971,18
15,"Neutral","2",2.7339890000876,12
16,"Trustworthy","4",1.81729800009634,18
17,"Untrustworthy","1",1.58380939997733,9
18,"Neutral","4",1.45035319996532,18
19,"Neutral","4",1.65044770005625,18
20,"Neutral","4",1.30067800008692,18
21,"Neutral","4",1.41707500000484,18
22,"Untrustworthy","2",2.60062669997569,6
23,"Neutral","2",1.85050210007466,12
24,"Neutral","4",1.43373809999321,18
25,"Untrustworthy","2",1.35070399998222,6
26,"Trustworthy","4",1.40048340009525,18
27,"Neutral","4",1.48412929999176,0
28,"Trustworthy","4",1.6504508999642,18
29,"Trustworthy","4",1.63366779999342,18
30,"Untrustworthy","2",1.7673753000563,6
31,"Untrustworthy","2",2.43398820003495,6
32,"Trustworthy","4",2.35047950001899,18
33,"Trustworthy","4",1.08385549997911,18
34,"Untrustworthy","2",2.31720360007603,6
35,"Untrustworthy","2",1.80014330008999,6
36,"Trustworthy","4",0.917333199991845,18
37,"Trustworthy","4",1.25014939997345,18
38,"Trustworthy","4",2.03381639998406,18
39,"Untrustworthy","3",0.917405399959534,3
40,"Neutral","2",2.11736930010375,12
41,"Untrustworthy","2",1.86712039995473,12
42,"Trustworthy","4",1.16711869998835,18
43,"Neutral","4",1.10045269993134,18
44,"Untrustworthy","3",3.06751779990736,3
45,"Neutral","4",1.18378490000032,18
