"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Untrustworthy","None",NA,9
2,"Neutral","2",1.91468489999534,12
3,"Trustworthy","2",3.08102969999891,12
4,"Untrustworthy","1",2.00061970000388,9
5,"Trustworthy","3",2.65071089999401,15
6,"Neutral","3",2.45042489998741,15
7,"Untrustworthy","2",2.23377900000196,6
8,"Untrustworthy","1",3.71712779998779,9
9,"Trustworthy","4",2.18375050000031,18
10,"Trustworthy","4",3.65051610002411,18
11,"Neutral","3",2.48441659999662,3
12,"Trustworthy","4",2.43413149999105,18
13,"Neutral","2",2.48377520000213,6
14,"Neutral","1",1.9338887000049,9
15,"Neutral","2",2.65046020000591,12
16,"Trustworthy","4",2.28394429999753,18
17,"Neutral","3",2.9505674999964,15
18,"Untrustworthy","1",1.5339185000048,9
19,"Neutral","3",2.06748470000457,15
20,"Trustworthy","4",1.75050609998289,18
21,"Untrustworthy","1",2.18373309998424,9
22,"Trustworthy","4",1.18390430000727,18
23,"Untrustworthy","2",2.633688300004,6
24,"Untrustworthy","1",1.46709270001156,9
25,"Neutral","3",2.41725999998744,15
26,"Trustworthy","4",1.3839050999959,18
27,"Untrustworthy","1",1.28393540001707,9
28,"Trustworthy","4",1.20018179999897,18
29,"Trustworthy","4",2.3002818999812,18
30,"Trustworthy","4",2.05045480001718,18
31,"Untrustworthy","1",1.21745830000145,9
32,"Neutral","3",1.23388339998201,15
33,"Neutral","3",1.13396199999261,15
34,"Untrustworthy","1",1.41732789998059,9
35,"Neutral","3",1.50044409997645,15
36,"Trustworthy","4",1.100491899997,18
37,"Untrustworthy","1",1.1505279999983,9
38,"Trustworthy","4",1.38388690000284,18
39,"Untrustworthy","1",1.20050920001813,9
40,"Neutral","3",1.18393769999966,15
41,"Trustworthy","4",1.83383749998757,0
42,"Neutral","4",2.16713479999453,18
43,"Untrustworthy","1",1.38376759999665,9
44,"Neutral","4",1.36708860000363,0
45,"Untrustworthy","2",2.64959750001435,6
