"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral",2,1.66267932788469,12
2,"Trustworthy",2,1.55048088135663,12
3,"Untrustworthy",3,1.73315379221458,3
4,"Neutral",3,1.6335988905048,15
5,"Untrustworthy",1,1.20053145557176,9
6,"Neutral",3,1.73380004940554,15
7,"Trustworthy",3,1.76707148761488,15
8,"Untrustworthy",1,1.21675785945263,9
9,"Trustworthy",4,1.58375231968239,18
10,"Trustworthy",4,1.35042729205452,18
11,"Untrustworthy",1,1.06667144538369,9
12,"Neutral",4,0.916708479984663,0
13,"Neutral",2,1.29991227737628,6
14,"Neutral",1,1.78360566019546,9
15,"Untrustworthy",2,1.5170017988421,6
16,"Trustworthy",3,1.31689302739687,15
17,"Neutral",2,2.28379453113303,12
18,"Trustworthy",4,1.39992570318282,18
19,"Trustworthy",4,1.60058970970567,18
20,"Trustworthy",4,1.06733021803666,18
21,"Neutral",2,1.65025309845805,12
22,"Untrustworthy",2,1.45054141117726,6
23,"Trustworthy",4,1.7975798350526,18
24,"Neutral",2,1.41707029298414,12
25,"Neutral",3,1.33346360875294,15
26,"Neutral",3,0.933881514240056,15
27,"Trustworthy",4,0.96703803690616,18
28,"Trustworthy",4,0.85041591420304,18
29,"Untrustworthy",1,0.733515605214052,9
30,"Untrustworthy",1,0.71699224144686,9
31,"Untrustworthy",1,0.833461902104318,9
32,"Trustworthy",4,0.968279920401983,18
33,"Untrustworthy",1,1.15026845852844,9
34,"Neutral",3,0.817935799830593,15
35,"Trustworthy",4,0.817343586939387,18
36,"Untrustworthy",2,1.71720443689264,6
37,"Trustworthy",4,0.800255886046216,18
38,"Untrustworthy",1,0.583585635293275,9
39,"Trustworthy",4,0.783471971401013,18
40,"Neutral",3,1.01708770089317,15
41,"Untrustworthy",1,0.966965219238773,9
42,"Neutral",4,1.03389323339798,18
43,"Untrustworthy",1,1.26722338085528,9
44,"Neutral",4,0.966999921482056,0
45,"Untrustworthy",1,0.950047616031952,9
