"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral",1,1.82136294594966,9
2,"Untrustworthy",2,1.18099453300238,6
3,"Trustworthy",2,1.39245993597433,12
4,"Neutral",2,1.71742167812772,6
5,"Neutral",1,2.8337636035867,9
6,"Untrustworthy",2,1.40025372500531,6
7,"Untrustworthy",2,3.30070542311296,6
8,"Neutral",1,1.30218169209547,9
9,"Trustworthy",2,1.71722313552164,12
10,"Untrustworthy",1,1.93302347813733,9
11,"Trustworthy",1,2.41747174039483,9
12,"Untrustworthy",1,1.06679333932698,9
13,"Neutral",2,1.65080810780637,6
14,"Untrustworthy",1,1.0005034673959,9
15,"Neutral",1,1.23390980809927,9
16,"Neutral",1,0.95042695174925,9
17,"Trustworthy",3,2.25050033838488,15
18,"Untrustworthy",1,0.783734305761755,9
19,"Neutral",1,1.1838896125555,9
20,"Untrustworthy",1,1.20025315578096,9
21,"Neutral",1,1.05054584960453,9
22,"Trustworthy",3,1.43383073247969,15
23,"Untrustworthy",2,1.53377270582132,6
24,"Trustworthy",2,1.5173397581093,12
25,"Untrustworthy",1,1.51722541125491,9
26,"Neutral",2,2.11743248719722,12
27,"Trustworthy",3,2.03392915031873,15
28,"Untrustworthy",1,0.783916350454092,9
29,"Trustworthy",3,2.18395332829095,15
30,"Untrustworthy",1,0.983681398909539,9
31,"Untrustworthy",1,0.833846661495045,9
32,"Trustworthy",4,1.21715543768369,0
33,"Neutral",3,1.81718900217675,15
34,"Neutral",4,0.900597334373742,18
35,"Untrustworthy",1,0.833940528100356,9
36,"Trustworthy",3,0.617192984558642,15
37,"Neutral",4,0.900368640432134,18
38,"Trustworthy",3,1.23243922833353,3
39,"Trustworthy",2,1.2670390997082,12
40,"Trustworthy",2,1.00051484513097,12
41,"Untrustworthy",2,1.30057742306963,6
42,"Trustworthy",2,1.38360459893011,12
43,"Neutral",4,2.1029889464844,18
44,"Neutral",4,1.13387396815233,0
45,"Trustworthy",3,1.61687213066034,3
