"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral",3,1.47110615810379,15
2,"Trustworthy",4,0.897845278261229,18
3,"Neutral",4,0.883264668518677,0
4,"Trustworthy",3,1.41673407994676,15
5,"Neutral",2,1.71726758347359,12
6,"Trustworthy",3,2.63375249039382,15
7,"Trustworthy",4,1.20045522449072,18
8,"Untrustworthy",2,1.89730255876202,6
9,"Trustworthy",2,1.8835678860778,12
10,"Trustworthy",3,2.35023273224942,15
11,"Neutral",3,1.84996763023082,15
12,"Neutral",2,1.38351441046689,12
13,"Neutral",4,0.700551935471594,0
14,"Neutral",1,1.98388509824872,9
15,"Untrustworthy",3,1.26759145164397,3
16,"Untrustworthy",2,1.6500488674501,6
17,"Untrustworthy",4,1.45105625514407,0
18,"Neutral",2,1.05062594788615,6
19,"Trustworthy",3,1.16714794619475,15
20,"Neutral",3,1.88359121035319,3
21,"Neutral",1,0.984176937956363,9
22,"Untrustworthy",1,0.899929116480052,9
23,"Untrustworthy",2,2.11683090473525,6
24,"Trustworthy",3,1.01744439394679,15
25,"Neutral",2,1.53335847822018,12
26,"Untrustworthy",1,0.631578198750503,9
27,"Untrustworthy",1,0.733286911970936,9
28,"Neutral",3,1.34991984360386,15
29,"Trustworthy",2,1.20035794458818,12
30,"Trustworthy",3,1.23384328489192,15
31,"Untrustworthy",1,0.749839289113879,9
32,"Neutral",3,0.966643797350116,3
33,"Untrustworthy",1,0.917190328473225,9
34,"Untrustworthy",2,1.38417318323627,6
35,"Neutral",2,1.23387912486214,6
36,"Untrustworthy",1,0.600186936673708,9
37,"Neutral",1,0.80044589471072,9
38,"Trustworthy",2,1.08364821306895,6
39,"Trustworthy",1,0.750568035058677,9
40,"Untrustworthy",1,0.650320796179585,9
41,"Trustworthy",2,1.51658366585616,12
42,"Untrustworthy",1,0.733555996208452,9
43,"Untrustworthy",1,0.783628415665589,9
44,"Trustworthy",3,0.982723996974528,15
45,"Trustworthy",2,1.28370123344939,6
