"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy","2",2.97169879998546,12
2,"Neutral","None",NA,9
3,"Trustworthy","4",1.18432529998245,18
4,"Neutral","4",1.65041269996436,18
5,"Neutral","4",1.30152390000876,18
6,"Trustworthy","4",1.21718319994397,18
7,"Trustworthy","4",0.900468299980275,18
8,"Neutral","4",1.13398210000014,0
9,"Neutral","2",2.66725970001426,12
10,"Trustworthy","4",1.63398829998914,18
11,"Untrustworthy","3",1.72876570001245,3
12,"Untrustworthy","1",2.06711330002872,9
13,"Neutral","3",1.70059229998151,3
14,"Neutral","1",2.41713919996982,9
15,"Untrustworthy","1",2.36697199998889,9
16,"Untrustworthy","1",2.86706710001454,9
17,"Trustworthy","4",1.40035090001766,18
18,"Trustworthy","4",1.35070220002672,18
19,"Untrustworthy","1",1.55023009999422,9
20,"Untrustworthy","1",1.0838889000006,9
21,"Neutral","1",1.48410500003956,9
22,"Untrustworthy","1",1.25052230001893,9
23,"Trustworthy","4",1.98138519999338,18
24,"Neutral","1",1.40026639995631,9
25,"Neutral","1",1.23381220002193,9
26,"Neutral","1",2.08388849999756,9
27,"Neutral","1",1.45040800003335,9
28,"Trustworthy","4",1.26692590001039,18
29,"Trustworthy","4",1.1004879999673,18
30,"Neutral","1",1.21828829997685,9
31,"Trustworthy","4",2.30030469998019,18
32,"Trustworthy","4",1.36706680001225,18
33,"Untrustworthy","1",1.41716140002245,9
34,"Neutral","1",1.13423650001641,9
35,"Untrustworthy","1",1.15055500000017,9
36,"Untrustworthy","1",0.850437299988698,9
37,"Trustworthy","4",0.93373160000192,18
38,"Untrustworthy","1",0.817184699990321,9
39,"Untrustworthy","1",1.20060730003752,9
40,"Trustworthy","4",0.883699600002728,18
41,"Untrustworthy","1",0.900614200043492,9
42,"Untrustworthy","1",0.851660899992567,9
43,"Untrustworthy","1",0.916932900028769,9
44,"Neutral","1",1.20039499999257,9
45,"Trustworthy","4",0.883793600019999,18
