"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral","None",NA,9
2,"Trustworthy","3",2.79877090000082,15
3,"Neutral","3",2.78404509997927,15
4,"Neutral","3",3.5504383998923,15
5,"Neutral","3",2.63365610002074,15
6,"Untrustworthy","3",3.76301170000806,3
7,"Untrustworthy","1",2.51714690006338,9
8,"Trustworthy","3",2.66730169998482,3
9,"Trustworthy","1",2.11732269998174,9
10,"Untrustworthy","1",2.58373429998755,9
11,"Trustworthy","1",3.00036580010783,9
12,"Untrustworthy","1",2.10054440004751,9
13,"Untrustworthy","None",NA,9
14,"Neutral","1",2.31717060005758,9
15,"Trustworthy","1",3.83372029999737,9
16,"Untrustworthy","1",1.36707100004423,9
17,"Trustworthy","3",2.01729650003836,15
18,"Trustworthy","3",2.93429140001535,15
19,"Untrustworthy","1",1.66737369995099,9
20,"Neutral","3",2.1173011000501,15
21,"Untrustworthy","1",1.35045879997779,9
22,"Untrustworthy","1",2.06721020000987,9
23,"Untrustworthy","None",NA,9
24,"Neutral","3",1.40063219994772,15
25,"Untrustworthy","3",1.05052060005255,3
26,"Neutral","3",2.13372120005079,15
27,"Neutral","4",1.38365639990661,0
28,"Trustworthy","2",2.7502674999414,12
29,"Untrustworthy","1",2.6004460999975,9
30,"Trustworthy","1",1.96708840003703,9
31,"Untrustworthy","2",2.05074099998455,6
32,"Neutral","3",2.81723560008686,15
33,"Trustworthy","2",3.1338165999623,12
34,"Neutral","4",1.85046129999682,18
35,"Trustworthy","4",2.43403579993173,18
36,"Untrustworthy","1",1.75089909997769,9
37,"Neutral","4",1.46733650006354,18
38,"Untrustworthy","1",1.21797539992258,9
39,"Neutral","4",1.0005590999499,0
40,"Neutral","1",2.25053069996648,9
41,"Trustworthy","4",2.51782569999341,0
42,"Neutral","1",1.93386780004948,9
43,"Trustworthy","1",1.71700609999243,9
44,"Trustworthy","1",2.18365570006426,9
45,"Trustworthy","1",1.56721709994599,9
