"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Trustworthy",1,1.25527680000005,9
2,"Trustworthy",2,3.85056869999994,12
3,"Neutral",3,1.37974450000002,15
4,"Trustworthy",2,1.68383429999994,12
5,"Trustworthy",4,1.53384669999991,18
6,"Untrustworthy",2,1.11151609999979,6
7,"Neutral",3,1.20037559999992,15
8,"Trustworthy",2,1.55072689999997,6
9,"Untrustworthy",4,1.0826920999998,0
10,"Neutral",2,1.11726969999972,12
11,"Untrustworthy",3,1.50061119999964,3
12,"Untrustworthy",2,1.90149090000023,6
13,"Trustworthy",3,1.7337649000001,15
14,"Neutral",2,2.33399120000013,12
15,"Trustworthy",3,1.55022969999982,15
16,"Untrustworthy",3,1.6005111999998,3
17,"Trustworthy",2,1.45049830000016,12
18,"Neutral",3,0.982155700000021,15
19,"Neutral",1,1.85049899999967,9
20,"Trustworthy",4,0.952093099999729,18
21,"Trustworthy",2,1.16722929999969,12
22,"Neutral",3,1.28478470000027,3
23,"Neutral",3,2.2336863999999,15
24,"Neutral",2,1.26858579999998,12
25,"Untrustworthy",4,1.20062280000002,0
26,"Trustworthy",2,1.83404010000004,12
27,"Trustworthy",3,2.16717599999993,15
28,"Neutral",1,1.20082120000006,9
29,"Untrustworthy",4,2.00049850000005,0
30,"Untrustworthy",1,1.40056289999984,9
31,"Trustworthy",2,1.43351200000006,12
32,"Untrustworthy",1,2.08489680000002,9
33,"Untrustworthy",4,1.56717670000035,0
34,"Trustworthy",2,1.1505530999998,12
35,"Untrustworthy",4,1.26709290000008,0
36,"Neutral",3,1.45004960000006,15
37,"Untrustworthy",3,1.26674249999996,3
38,"Trustworthy",4,2.73482490000015,18
39,"Neutral",1,1.51703180000004,9
40,"Neutral",4,1.83368879999989,18
41,"Neutral",4,1.38372989999971,0
42,"Untrustworthy",2,0.867433600000368,6
43,"Untrustworthy",3,2.86707729999989,3
44,"Untrustworthy",1,1.71715099999983,9
45,"Neutral",4,1.45034729999998,18
