"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Untrustworthy","1",2.20620820000477,9
2,"Untrustworthy","2",3.00055220001377,6
3,"Untrustworthy","4",1.50043139999616,0
4,"Trustworthy","3",2.41301049999311,15
5,"Untrustworthy","4",2.03392370000074,0
6,"Neutral","1",1.5141358999972,9
7,"Neutral","2",1.96718449999753,12
8,"Neutral","4",0.0839735999907134,0
9,"Neutral","2",1.75048429999151,12
10,"Neutral","2",0.967223500003456,12
11,"Trustworthy","1",1.80018930000369,9
12,"Trustworthy","2",1.56725170000573,12
13,"Untrustworthy","2",1.2992024999985,6
14,"Neutral","2",2.50059090000286,12
15,"Trustworthy","3",1.23389020000468,15
16,"Untrustworthy","1",1.76752119998855,9
17,"Trustworthy","2",3.03399310000532,12
18,"Trustworthy","4",1.3670936999988,18
19,"Neutral","1",1.76704240000981,9
20,"Untrustworthy","2",1.45050079999783,6
21,"Trustworthy","3",1.21725790000346,15
22,"Neutral","3",0.933870099994238,3
23,"Trustworthy","1",2.30055129999528,9
24,"Untrustworthy","2",0.933582400000887,6
25,"Untrustworthy","3",2.13383659999818,3
26,"Trustworthy","3",1.60036139999283,15
27,"Untrustworthy","1",2.95068470000115,9
28,"Trustworthy","3",1.66725410000072,15
29,"Trustworthy","2",3.13385470000503,12
30,"Neutral","3",1.4671617999993,3
31,"Untrustworthy","2",3.23383120000653,6
32,"Neutral","None",NA,9
33,"Neutral","2",0.967048000005889,12
34,"Neutral","3",1.65038760000607,15
35,"Neutral","4",0.900354800003697,18
36,"Neutral","2",1.28389650001191,12
37,"Untrustworthy","2",2.36714229999052,6
38,"Neutral","2",1.70041790000687,12
39,"Trustworthy","2",1.70056990000012,12
40,"Untrustworthy","2",2.04965990000346,6
41,"Trustworthy","2",1.78365739999572,6
42,"Untrustworthy","3",0.750511200007168,3
43,"Untrustworthy","4",0.46748540000408,0
44,"Trustworthy","3",0.734172199998284,15
45,"Trustworthy","2",2.01725150000129,12
