"trial_number","trial_type","response_key","response_time","trial_earnings"
1,"Neutral",1,3.8216345999972,9
2,"Neutral",2,2.30056020000484,12
3,"Untrustworthy",1,2.66381230000115,9
4,"Neutral",2,3.90080029999081,12
5,"Trustworthy",3,2.73219890000473,15
6,"Trustworthy",4,1.83384940000542,18
7,"Neutral",3,1.78383380000014,15
8,"Untrustworthy",2,1.71715699999186,12
9,"Untrustworthy",3,1.56714800000191,3
10,"Trustworthy",4,1.5505087999918,18
11,"Untrustworthy",2,1.98389049999241,6
12,"Trustworthy",4,1.33381360000931,18
13,"Untrustworthy",1,1.08406000000832,9
14,"Trustworthy",4,1.38399529999879,18
15,"Untrustworthy",1,1.38380979999783,9
16,"Untrustworthy",2,1.2836493000068,6
17,"Untrustworthy",1,0.833977700007381,9
18,"Trustworthy",4,1.11719010000525,18
19,"Neutral",2,1.45064369999454,12
20,"Trustworthy",3,1.68338640000729,15
21,"Neutral",3,1.85056469999836,15
22,"Neutral",3,1.81704330000503,3
23,"Trustworthy",3,2.96723669998755,15
24,"Neutral",2,1.25054029999592,12
25,"Untrustworthy",2,1.65066410000145,6
26,"Neutral",3,1.40047120000236,15
27,"Trustworthy",4,1.43396819999907,18
28,"Untrustworthy",1,1.050570899999,9
29,"Untrustworthy",1,0.950475999998162,9
30,"Neutral",3,1.33370449999347,3
31,"Untrustworthy",1,0.600283799998579,9
32,"Neutral",2,1.56708429999708,12
33,"Trustworthy",4,1.21701880000182,18
34,"Trustworthy",1,0.917073899996467,9
35,"Untrustworthy",1,1.20056280000426,9
36,"Neutral",2,1.55044399999315,12
37,"Trustworthy",4,1.11705710001115,18
38,"Untrustworthy",1,1.16695449998952,9
39,"Neutral",2,1.45010750000074,6
40,"Trustworthy",4,0.950436500002979,18
41,"Neutral",2,1.30041239999991,6
42,"Untrustworthy",1,1.16704369999934,9
43,"Neutral",1,1.21697550000681,9
44,"Trustworthy",4,1.05036730000575,18
45,"Trustworthy",4,0.850415599998087,18
