id,trial,prob_recip,pe
sub-1018,1,0.5,0.5
sub-1018,2,0.5,0.5
sub-1018,3,0.5001620248870354,-0.5001620248870354
sub-1018,4,0.5001620248870354,0.49983797511296457
sub-1018,5,0.4984104895254675,0.5015895104745325
sub-1018,6,0.5003239972699428,0.4996760027300572
sub-1018,7,0.5004859171657361,0.4995140828342639
sub-1018,8,0.5,-0.5
sub-1018,9,0.5006477845914237,0.4993522154085763
sub-1018,10,0.5008095995640086,0.4991904004359914
sub-1018,11,0.4985730294930131,0.5014269705069869
sub-1018,12,0.4987355167895189,0.5012644832104811
sub-1018,13,0.49889795143205296,-0.49889795143205296
sub-1018,14,0.4971508427747246,-0.4971508427747246
sub-1018,15,0.4982490320392042,-0.4982490320392042
sub-1018,16,0.4965041958560078,-0.4965041958560078
sub-1018,17,0.4947654699773187,-0.4947654699773187
sub-1018,18,0.4971508427747246,-0.4971508427747246
sub-1018,19,0.5009713621004882,0.4990286378995118
sub-1018,20,0.49540985237996227,-0.49540985237996227
sub-1018,21,0.49367495882200246,-0.49367495882200246
sub-1018,22,0.4930328330052419,-0.4930328330052419
sub-1018,23,0.4930328330052419,-0.4930328330052419
sub-1018,24,0.5011330722178544,0.4988669277821456
sub-1018,25,0.49367495882200246,0.5063250411779976
sub-1018,26,0.4913062636168168,-0.4913062636168168
sub-1018,27,0.4913062636168168,-0.4913062636168168
sub-1018,28,0.4938390333372026,0.5061609666627974
sub-1018,29,0.5012947299330937,0.49870527006690635
sub-1018,30,0.5014563352631868,0.4985436647368132
sub-1018,31,0.4913062636168168,-0.4913062636168168
sub-1018,32,0.4940030546840931,-0.4940030546840931
sub-1018,33,0.4913062636168168,-0.4913062636168168
sub-1018,34,0.4913062636168168,-0.4913062636168168
sub-1018,35,0.4922730876415189,-0.4922730876415189
sub-1018,36,0.4895857405637541,-0.4895857405637541
sub-1018,37,0.49054917883267424,-0.49054917883267424
sub-1018,38,0.5016178882251092,-0.5016178882251092
sub-1018,39,0.4998612545234208,-0.4998612545234208
sub-1018,40,0.4895857405637541,-0.4895857405637541
sub-1018,41,0.4998612545234208,0.5001387454765792
sub-1018,42,0.4895857405637541,-0.4895857405637541
sub-1018,43,0.4895857405637541,-0.4895857405637541
sub-1018,44,0.5000233243708965,0.49997667562910353
sub-1018,45,0.5001853416996748,-0.5001853416996748
