Subject,a_gain,a_loss,beta,decay,llh
1.0,0.0,0.8968140258591919,1e-10,1.0,9.704060527839234
2.0,0.7164277878589981,0.0,0.22394359713507175,0.12819099718175347,9.60167298110327
3.0,1.0,0.44511759267963735,0.3373336929809545,0.5853585190737727,8.709375690253884
4.0,0.0,0.006934410134766635,20.0,0.2186686258152449,9.417992864408573
5.0,0.0,0.35006569871706567,1.609847219073915,0.37155672605592266,9.60167298110327
6.0,0.0,0.846355113934113,5.70389498995709,0.0,8.317766679939039
7.0,0.788056236894106,0.11562984326053583,1e-10,1.0,9.704060527839234
8.0,0.9120985330786364,0.4392757268760297,11.878448553665175,1.0,8.31776632581785
9.0,1.0,0.0,0.1398725433349558,0.0,9.39689788763134
10.0,0.1361781918782956,0.0,1e-10,1.0,9.704060527839234
11.0,0.014620501645855042,0.0,20.0,0.0,8.507767830925989
12.0,0.7084062347371798,0.0,0.1974467897794946,0.7525329315340089,9.396897887631344
13.0,0.5773207920579145,0.0,0.926903021821598,1.0,9.704060527839234
14.0,1.0,0.0,0.3988980164139518,0.6653598858297586,9.670642775254926
15.0,0.5820666118836402,0.0,1e-10,0.7277824034600563,9.704060527839234
16.0,0.252450274372646,0.04759866719013217,20.0,0.7235526988315467,8.105253052207795
17.0,1.0,0.8860796499982173,20.0,0.8087516580708599,6.829094650632175
18.0,0.18006798138993033,0.0,1.5271731605767795,0.49136331698852037,9.601672981103269
19.0,0.0,1.0,20.0,0.9342487411896525,8.363070428094897
20.0,0.0,0.7633259560130047,8.874128813840475,0.0,8.317766168213717
21.0,0.0,0.0029131167884077483,20.0,0.0,9.57455873016611
22.0,0.8559783604082088,0.0,1e-10,1.0,9.704060527839234
23.0,0.0,1.0,0.19739164738209788,0.40397358054662935,9.449256233723132
24.0,1.0,0.734107249599104,6.870580372519024,1.0,6.931472074999092
25.0,0.0,0.0,1e-10,1.0,9.704060527839234
26.0,0.6316141519409707,0.0,0.09085574611639062,0.0,9.577249233941567
27.0,0.0,0.26522938293351506,1e-10,1.0,9.704060527839234
28.0,0.0,0.007989038552635257,20.0,0.0,9.160358171440288
29.0,1.0,0.8515852686047556,1.902712261138643,0.9136760869262559,8.099023447284237
30.0,0.017099348809989652,0.0004599820894658465,20.0,0.0,8.804987235841057
31.0,0.01688819936033801,0.1064840125175347,20.0,0.6405036451298731,7.908209171728153
32.0,0.5882801316703882,0.0,20.0,0.0,8.317766166719343
33.0,1.0,0.0058090651021453325,20.0,0.0,6.357287727081687
34.0,0.0,0.6345981947522616,0.22041118231276904,0.09860906562005382,9.499285434367307
35.0,0.0,0.39317904800629144,0.11361285628601786,0.0,9.670642775254924
36.0,1.0,0.0,6.0979852019995295,0.19173598505227424,8.317766545485881
37.0,0.0,0.00725119137536967,1e-10,1.0,9.704060527839234
38.0,0.0,0.5620754348472632,1e-10,1.0,9.704060527839234
39.0,0.34944552575738563,0.34944551476443186,0.4002699378033442,0.30485423472119344,9.499285434367307
40.0,0.0,0.5512139155119352,1e-10,1.0,9.704060527839234
41.0,0.0,0.05843010899520629,1e-10,1.0,9.704060527839234
42.0,0.006993627536020294,0.017814445098431855,20.0,0.0,7.17400818530157
43.0,0.0,1.0,5.662311186604761,0.0,8.317766208663214
44.0,1.0,0.004277346589732749,20.0,0.0,7.835264088007906
45.0,0.7256215442165901,0.0,0.7567506794828244,0.7452762017464074,9.60167298110327
46.0,0.3192707397405463,1.0,20.0,0.9339309235468523,6.976210749211209
47.0,1.0,0.5824936199436499,0.04467018711420495,0.0,9.670642775254924
48.0,0.0,0.0,1e-10,1.0,9.704060527839234
49.0,0.1532788204316105,0.35112773489106996,0.6558373347685773,1.0,9.704060527839234
50.0,0.0,0.5113607211745095,20.0,0.4932779924400572,8.317766343728604
51.0,0.9318738481954291,0.44964776189185646,0.3110713788682604,1.0,9.60167298110327
52.0,0.048424149000332206,0.0,1e-10,0.20665547272455342,9.704060527839234
53.0,0.0,0.0,1e-10,1.0,9.704060527839234
54.0,0.9588648076836875,0.0,5.132143208064246,0.0,6.931472404493616
55.0,0.5364883077004262,0.0,1e-10,1.0,9.704060527839234
56.0,0.002256401267702746,0.27975456684612265,20.0,0.0,9.636934687858385
57.0,0.3472826418835193,0.8364839346257127,0.4027628342100225,1.0,9.60167298110327
58.0,0.3568591155479829,0.0,1e-10,1.0,9.704060527839234
59.0,0.0,0.0,1e-10,1.0,9.704060527839234
60.0,0.9991806103541909,0.0,0.13998723467066837,0.0,9.499285434367309
61.0,0.4840610676440106,0.8960761381069487,0.15609449321764937,1.0,9.60167298110327
62.0,0.1876407674896651,0.0,1.3742935299729877,0.0,8.809359657616936
63.0,0.0,0.997452861923065,0.3381951300999686,1.0,8.811763236989847
64.0,0.0,1.0,20.0,0.13807593691285314,8.317766166719343
65.0,0.0,0.6711927783428223,1e-10,1.0,9.704060527839234
66.0,0.0,0.0,1e-10,1.0,9.704060527839234
67.0,0.0,0.2987317511726995,1.1292194275682548,1.0,8.811763236989847
68.0,0.0,0.0030344211649692503,20.0,0.0,9.439896984788145
69.0,0.014620494852522297,0.006993622830241644,20.0,0.4339975516298948,8.302992737454199
70.0,0.020200428055791437,1.0,6.924229600892798,0.20360874015167116,6.726696778450392
71.0,0.36677463156936363,0.7557820655349414,0.3813582759350746,1.0,9.60167298110327
72.0,1.0,0.004277347967087911,20.0,0.0,7.835264088007898
73.0,0.0,0.0990943870202117,1e-10,1.0,9.704060527839234
74.0,0.0,0.8487012144166916,1e-10,1.0,9.704060527839234
75.0,0.0069936318865889,0.004224474157226062,20.0,0.6397095580670666,9.417361841104514
76.0,0.0,0.5317580365082825,0.263037958016155,1.0,9.60167298110327
77.0,0.009218846273942767,0.002245926560129404,20.0,0.0,9.534851204510444
78.0,0.0,0.9999999993985116,5.733136085354873,0.9999175871626599,8.31776620064879
79.0,1.0,0.0,0.257873496503475,0.0,8.809359657616938
80.0,0.0070067571311150725,1.0,20.0,0.9340984002235669,8.260324774323857
81.0,1.0,0.0,19.99836542998444,0.9930058041368208,8.21537861998337
82.0,0.0,1.0,20.0,0.8761101669371408,8.319235025770485
83.0,0.4954439878867722,0.0,1e-10,1.0,9.704060527839234
84.0,0.3993552141667892,0.007764695734613757,20.0,1.0,9.059446781708026
85.0,0.0,0.9999999998991201,9.546467809185177,0.9853482691220526,8.21537861998408
86.0,0.0,0.841598984185594,0.16619855379370269,0.0,9.29451034089538
87.0,0.2610922799064532,1.0,19.323635417636925,0.697349828293311,6.829084479108071
88.0,0.0,1.0,0.13987253357205345,0.0,9.29451034089538
89.0,0.7303116470744333,0.17194343120292968,0.8134800454290841,1.0,9.60167298110327
90.0,0.0037479400944548237,0.0,1e-10,1.0,9.704060527839234
91.0,0.08999840053804593,0.0,20.0,0.9059935071021135,8.199787688620354
92.0,0.0,0.0,1e-10,1.0,9.704060527839234
93.0,0.0,0.3291036813490818,1.0830446516693306,0.3735640276488219,9.601672981103269
94.0,0.0,0.3677741741257937,1e-10,1.0,9.704060527839234
95.0,0.3929912155523531,0.8057349351593125,0.6074672743619391,0.16322459044249546,9.601672981103269
96.0,1.0,0.0,13.904349057163829,0.26802612806597326,8.317766245305398
97.0,0.0,0.41432128064208207,1e-10,0.9124995502869894,9.704060527839234
98.0,1.0,0.006055851936925914,20.0,0.49722015847260426,8.076271870870878
99.0,0.0,1.0,7.5841792080443735,0.0,6.931471805862315
100.0,0.6822699910202543,0.3015515712198924,7.336623650975814,1.0,8.317766467563246
101.0,0.605633435714775,0.0,0.230952465156969,0.8072010250706058,9.60167298110327
102.0,0.8644652474214507,0.004237940480149632,20.0,0.0,9.334364064217658
103.0,1.0,0.4868362667476673,5.31177128161888,0.9999999827496696,8.215378743604433
104.0,0.0,0.37804797353975705,1e-10,0.7751960574636687,9.704060527839234
105.0,0.7162461238843594,0.0,0.32563281039101394,1.0,9.704060527839234
106.0,1.0,1.0,10.626356517057076,0.0,4.158883083359728
107.0,0.0,0.0,1e-10,0.4113749984440443,9.704060527839234
108.0,0.9349462362010342,0.9198753245069965,6.148866531482724,1.0,6.931471880672962
109.0,0.22063636544120435,0.0,1e-10,0.5740049996797205,9.704060527839234
110.0,0.0,0.0,1e-10,1.0,9.704060527839234
111.0,0.00108561668921312,0.017959018518292735,20.0,0.0,8.79606649454752
112.0,0.8534007336354367,0.0,0.1639001810431514,1.0,9.60167298110327
113.0,1.0,3.1712878033646376e-22,5.250233780990498,0.973356986233462,8.112991218524712
114.0,0.0,0.7261373965973388,1e-10,1.0,9.704060527839234
115.0,0.9564243935576312,0.06588971241784256,1e-10,1.0,9.704060527839232
116.0,0.02533483811396187,1.0,5.520267586101705,0.0,8.215378685696592
117.0,0.0,0.0076240286892570374,20.0,0.0,8.957996792247487
118.0,0.04571639718253933,1.0,20.0,0.7875077956313717,7.224230643826139
119.0,0.20921408501491112,1.0,4.440917271791037,0.0,8.31776780354626
120.0,0.8031075794313485,1.0,20.0,0.952860456753624,8.456428404908971
121.0,0.01647059715724137,1.0,20.0,0.0,5.800370403084305
122.0,0.016470597270823208,0.20089114418992804,20.0,0.0,7.186664764204214
123.0,1.0,0.003904869011477515,20.0,0.0,8.033276125969067
124.0,0.0,1.0,20.0,0.9053167605959688,8.32442325445667
125.0,0.0,0.9328490165170947,6.351033641407085,0.5184576964940812,6.931471843796055
126.0,0.0,1.0,20.0,0.0,6.931471805599453
127.0,0.09018069067867798,0.8042974792526885,20.0,0.9108693488829782,7.800153776806101
128.0,1.0,1.0,11.70960041119183,0.6694040311402452,5.442789897743618
129.0,1.0,0.0,0.3373336875208441,0.8085602906156167,8.811763236989847
130.0,0.012084512009461389,0.006993621831150862,20.0,0.20469446970596897,8.371033036780336
131.0,1.0,0.8726311050557404,8.835315286474517,0.056024163195928844,5.545177448133921
132.0,1.0,0.6203437705345505,20.0,0.0,6.931471805599453
133.0,0.9641422827062822,1.0,6.717933995215654,0.0,6.9314718091340914
134.0,0.014620500325348455,1.0,20.0,0.6776384905257724,7.121473469806097
135.0,0.7671392687165318,0.7591228725809768,6.3716763459851125,1.0,8.317766665721459
136.0,0.02978566204667141,0.019221266973424786,20.0,0.0,7.568141268966039
137.0,0.014620499598774303,1.0,20.0,0.0,5.735179108686202
138.0,0.0,0.7259348260683641,20.0,0.0,6.931471805599453
139.0,0.019950539663537277,0.09415931850561376,20.0,0.0,7.542860256954128
140.0,0.017048610504615116,0.011291593880339141,20.0,0.0,7.436489766309523
141.0,1.0,1.0,9.903354284701544,0.0,4.158883083360172
142.0,1.0,1.0,20.0,0.0,4.1588830833596715
143.0,1.0,0.42130721234220814,20.0,0.0,4.1588830833596715
144.0,0.2834746861496501,1.0,20.0,0.0,5.545177444479562
145.0,0.07545667658663602,1.0,20.0,0.6686409856463199,5.609877187567912
146.0,0.9134682472537314,0.4706007085633957,10.7649491898531,0.01823619646468553,5.340402578598445
147.0,0.5452060016436878,1.0,6.398785055101344,0.0,6.931471814807316
148.0,1.0,0.0178232928368927,8.081432234693402,0.00973378052829633,6.829084258940397
149.0,1.0,1.0,9.299809076817652,0.0,4.15888308336273
150.0,0.11435965095663636,1.0,11.506402682508034,0.0,4.158883083359676
151.0,1.0,0.014620500852603708,20.0,0.0,7.121473469806109
152.0,0.3627018533374815,1.0,9.67988127821254,0.0,4.15888308336065
153.0,0.9132753243774764,1.0,12.813675730340675,0.0,4.1588830833596715
154.0,1.0,0.9584181411810329,15.56638256337881,0.25581915072469885,4.1588830833596715
155.0,1.0,0.24903622496495825,14.549186179306153,0.1921254247588774,4.158883083359672
156.0,0.01208451567204037,1.0,20.0,0.0,7.087126222396134
157.0,1.0,0.1193035116279928,12.981695439777432,0.0,4.1588830833596715
158.0,1.0,1.0,14.745608967170446,0.0,2.772588722239781
159.0,1.0,1.0,6.046019683150882,0.017644874505737658,5.545177538189734
160.0,1.0,0.9963202753580167,20.0,0.9111639314677671,6.840344092354466
161.0,0.8567011532727444,0.4726178058293716,6.722229724639168,0.9495564015502486,8.215378651808988
162.0,1.0,0.35024477823276423,6.31715459215774,0.0,6.931471817362339
163.0,1.0,1.0,20.0,0.8597343531337346,5.545177444479562
164.0,1.0,0.26748866900978063,7.08989484549365,0.0,5.545177446216622
165.0,0.11485768228984161,1.0,6.035560148333385,0.0,5.545177485546267
166.0,1.0,1.0,4.668167660142848,0.0,6.931473461185697
167.0,1.0,1.0,11.115163932074179,0.0,4.158883083359686
168.0,1.0,1.0,10.602254977495695,0.44767508707767245,4.158883083359733
169.0,0.9999999996061192,0.49371261483412837,11.12320809318327,2.1799635994808173e-11,5.442789984295109
170.0,1.0,1.0,8.570853517052392,0.0,5.545177444499994
171.0,0.9496350903517002,0.6567395618918208,12.235476115867804,0.0,5.545177444547434
172.0,0.6146765229511534,0.38529560553427955,14.218532420431462,0.003162792937553432,6.8290843532161
173.0,0.9572788782295529,0.8735559900186197,16.37067752667104,0.0,2.772588722239781
174.0,0.25435695457408913,1.0,20.0,0.0,5.545177444479562
175.0,1.0,1.0,6.769353609386557,0.0,6.931471808628816
176.0,1.0,0.3304430020088145,18.67273276132672,0.2833725699767554,5.545177459239718
177.0,0.8785055288180913,1.0,20.0,0.0,4.1588830833596715
178.0,1.0,0.12471996075235525,7.0282681298302405,0.0,6.93147180699266
179.0,1.0,1.0,14.784111107939424,0.0,4.1588830833596715
180.0,0.9448605305578577,0.48161874785632525,12.847868517591127,0.046012983598846036,5.442790017909511
181.0,1.0,1.0,5.063576512153625,0.0,5.545178202832364
182.0,0.8374146586885431,1.0,8.362334179158555,0.0,4.158883083410596
183.0,0.6745157669776249,1.0,13.854784602663818,0.0,8.317766166719343
184.0,1.0,0.014620500764438406,20.0,0.23723425345218985,7.121473469806094
185.0,1.0,0.11437306515899753,18.310807103021247,0.5035225746718888,4.1588830833596715
186.0,0.2850071946958912,1.0,15.342403680093996,0.0,5.545177444479562
187.0,1.0,1.0,10.612232669893576,0.0,4.158883083359732
188.0,1.0,0.8386023489048423,9.609843010829373,0.0,4.158883083360879
189.0,0.8032400498588292,1.0,17.766608395743585,0.0,4.1588830833596715
190.0,1.0,0.0,9.096614001532389,0.0,4.158883083365299
191.0,1.0,0.8752695517210068,13.79978666344897,0.0,5.545177444479562
192.0,1.0,1.0,7.31692388944782,0.0,4.1588830845317615
193.0,1.0,0.9806750716984917,7.570077191649143,0.0,4.158883083983658
194.0,0.9770358217954898,1.0,5.143666596800645,0.0,5.545178209940974
195.0,0.5694238445013551,1.0,10.53158490146239,0.0,5.545177444479619
196.0,0.9813609676185255,0.3058717803470439,11.46311300587291,0.027989765020712043,5.545177444479577
197.0,0.8433361005069936,1.0,20.0,0.0,5.545177444479562
198.0,1.0,1.0,11.84252861192154,0.0,4.158883083359674
199.0,1.0,0.8327024086355301,7.829912682228751,0.0,5.545177607496297
200.0,1.0,1.0,7.432760546524035,0.0,4.158883084187688
201.0,1.0,0.9994239476876905,8.785407296531401,0.0,5.545177444490295
202.0,1.0,1.0,20.0,0.0,5.545177444479562
203.0,0.24185951866785094,1.0,12.80675649496905,0.0,4.1588830833596715
204.0,1.0,1.0,6.49166232132858,0.0,5.545177454932585
205.0,0.013375138120164776,1.0,11.195356328802788,0.0,4.158883083359682
206.0,1.0,1.0,6.8788393769495055,0.0,5.545177447751428
207.0,1.0,0.9297998522318144,8.020085353191131,0.0,4.158883083658746
208.0,1.0,1.0,8.697090015267767,0.0,4.158883083378327
209.0,1.0,1.0,9.62674722964419,0.0,5.545177444480423
210.0,0.7610672590218251,1.0,16.487754583479127,0.0,2.772588722239781
211.0,0.9707749826852542,1.0,9.94603197172971,0.0,5.545177444479893
212.0,1.0,1.0,20.0,0.030195671264758972,4.1588830833596715
213.0,0.5823385998616224,1.0,13.206078518228974,0.0,4.1588830833596715
214.0,0.6015259383725253,1.0,20.0,0.0,5.545177444479562
215.0,0.08336159043756897,1.0,17.124108274960403,0.0,5.545177444479562
216.0,1.0,0.7794400163143657,14.467432506084547,0.1585877070307843,4.158883083360106
217.0,0.895493734608791,0.8324841884211612,19.705767776964745,0.0,2.772588722239781
218.0,1.0,0.9591675178253273,8.463358706309398,0.0,5.545177444524882
219.0,1.0,0.0,5.8236263295953625,0.0,5.545177522035477
220.0,1.0,0.4935259286948961,20.0,0.26509018170814386,5.44279001143739
221.0,1.0,0.9331097139713737,20.0,0.9134265305015196,6.732745880322636
222.0,0.8325460596650981,0.0,5.906384994341398,1.0,8.317766558716023
223.0,0.0,1.0,19.31089697374565,0.0,8.317766166719343
224.0,0.9999999999895025,0.4939593673670526,11.576713249198574,3.7922607875756014e-10,5.442789977629432
225.0,0.0,0.8359212120516453,1e-10,1.0,9.704060527839234
226.0,0.007989038184390406,0.014620501548058076,20.0,0.0,7.964065474527056
227.0,1.0,0.03453505441137924,20.0,0.6073995583884741,7.066215454191894
228.0,0.004722375533173709,1.0,20.0,0.0,8.043711970480153
229.0,1.0,0.04297033870929861,20.0,0.9540695202345666,7.253657569807199
230.0,0.06189427551269417,0.0,2.2598622924028122,1.0,9.60167298110327
231.0,1.0,1.0,8.85605236229498,0.0,4.158883083371251
232.0,0.847359874969487,0.3159858534420519,20.0,0.7654186340254039,6.033082332223046
233.0,1.0,0.6488538496027216,0.39891225362286914,0.0,7.82133057026957
234.0,1.0,1.0,10.6714926444178,0.0,4.158883083359721
235.0,0.740092611858838,0.46412523983835396,1.140066524900047,0.0,6.654206226824554
236.0,1.0,0.6704921600808664,8.774668807259456,0.0,5.545177444490648
237.0,0.967866267202009,1.0,9.953089563744761,0.0,4.158883083360279
238.0,0.9595949707140843,0.860839094526177,11.965998280808506,0.0,5.545177444479564
239.0,0.12465312243577112,1.0,20.0,0.8966800477244139,5.551939269456791
240.0,0.020873115979574745,0.477389866209152,20.0,0.0,6.1842217453843595
241.0,1.0,0.01690028554245615,9.690536538643936,0.0,5.545177444480274
242.0,0.6330111879065677,0.5456167024643316,7.822363713937403,0.0,8.31776652037891
243.0,0.1498478057446856,0.9259366277709198,9.926809515748312,0.0,5.545177444482736
244.0,0.5685960847904268,1.0,15.611720763524138,0.0,2.772588722239781
245.0,0.8536013913125008,1.0,12.580418729834731,0.0,6.931471805599453
246.0,0.99277576316493,1.0,11.313377710501383,0.0,5.545177444479568
247.0,1.0,1.0,20.0,0.0,4.1588830833596715
248.0,1.0,0.9999998830371225,20.0,0.9113274950030527,6.840344471614543
249.0,1.0,0.06417359863689764,5.438873848715027,0.0,6.931471969587167
250.0,1.0,0.23916987026685443,4.733752303259248,0.0,6.931473165485856
251.0,0.9999928270259049,0.5065328536848668,10.70144390723204,2.456985911005204e-11,6.8290843462581305
252.0,1.0,0.3602343924305853,20.0,0.010328022109778776,4.15888316253553
253.0,0.8742077390079979,1.0,11.054240769676266,0.0,4.158883083360193
254.0,1.0,1.0,8.39144640905783,0.0,5.545177444514561
255.0,1.0,0.3544335454640752,20.0,0.0,4.1588830851031195
256.0,1.0,1.0,12.4793019304185,0.0,4.1588830833596715
257.0,1.0,1.0,6.659834111525104,0.0,5.545177450791079
258.0,0.9738928976938181,0.22941660349601778,12.524975613178725,0.0031771489837444378,5.545177444479563
259.0,0.9128877853409243,0.9763885411283623,9.980794600950937,0.0,5.5451774444811335
260.0,1.0,1.0,5.275858810952603,0.0,5.54517784561606
261.0,0.6584807726855851,1.0,8.00059371068948,0.0,5.545177444592616
262.0,1.0,0.14476185550192955,20.0,0.9219712770412261,4.230066317878308
263.0,1.0,1.0,9.965420333783465,0.0,4.158883083360087
264.0,0.4356888591337438,1.0,20.0,0.0,6.931471805599453
265.0,1.0,1.0,16.30899260909039,0.0,6.931471805599453
266.0,1.0,1.0,8.618906718633019,0.0,4.158883083383256
267.0,1.0,1.0,20.0,0.0,4.1588830833596715
268.0,1.0,1.0,12.54291701239948,0.0,5.545177444479562
269.0,1.0,1.0,5.90036302661599,0.0,5.5451775060873985
270.0,0.28624229355194086,0.8959867138294083,5.53835970277787,0.0,8.31776650925504
271.0,1.0,0.15258803735139548,4.73147969271131,0.0,6.931473174789013
272.0,0.051343277570705115,1.0,20.0,0.0,5.545177444479562
273.0,1.0,1.0,9.633765909621353,0.0,4.158883083360794
274.0,1.0,0.024723540991943967,5.656576605028463,0.308386234834895,6.829084346550307
275.0,0.5839263792065316,1.0,20.0,0.0,5.545177444479562
276.0,1.0,1.0,9.436080325784134,0.0,2.7725887222423213
277.0,1.0,0.3384204675967044,20.0,0.0,4.158883088673792
278.0,0.8874243471100824,0.47670599698939187,11.350056361533793,0.0,5.442789988133056
