Subject,alpha,beta,decay,llh
1.0,0.0,1e-10,0.07432133985863058,11.090354888959125
2.0,1.0,0.1398725392748192,0.0,10.578417155279304
3.0,1.0,5.581911793994388,0.9749450667488964,8.112991183212863
4.0,0.01995054017747735,20.0,0.0,8.929154618073996
5.0,0.0,1e-10,1.0,11.090354888959125
6.0,0.0010569071694215434,20.0,0.0,11.042989869181575
7.0,1.0,20.0,0.9224818345603613,9.728120116249055
8.0,0.0,1e-10,1.0,11.090354888959125
9.0,0.0164705950373426,20.0,1.0,8.5729591253241
10.0,0.0,1e-10,1.0,11.090354888959125
11.0,0.0014780389782609827,13.368196045617431,0.32125326231987233,11.086461107294504
12.0,1.0,0.13987254214277076,1.0,10.68080470201527
13.0,0.6504574773030594,0.022582588150555805,0.9900389478487783,11.08669232422507
14.0,0.0,1e-10,1.0,11.090354888959125
15.0,0.0,0.12758747893437855,1.0,11.090354888959125
16.0,0.011201141544282051,20.0,0.6603433978399386,10.701754438931705
17.0,0.0,1e-10,0.9326215146799521,11.090354888959125
18.0,1.0,0.044670183831297665,0.0,11.056937136374815
19.0,0.0,1e-10,0.9581465538843668,11.090354888959125
20.0,0.0,1e-10,1.0,11.090354888959125
21.0,0.0,1e-10,0.0,11.090354888959125
22.0,0.0016939392258954271,20.0,0.0,10.989737399058143
23.0,1.0,20.0,0.9873710880448106,10.210368587231763
24.0,1.0,0.026715160922715763,0.0,11.070336719351477
25.0,1.0,0.026715163887108418,0.0,11.07033671935148
26.0,1.0,0.026715170481894458,0.0,11.070336719351479
27.0,0.9701723530568581,0.15309524439874725,0.3591925832859058,10.729530933731052
28.0,0.00533359151331221,20.0,0.0,10.626596038032796
29.0,1.0,0.509163574338277,0.33747481092922577,9.30576030726035
30.0,0.0,1e-10,1.0,11.090354888959125
31.0,1.0,0.22466545417455086,0.0,10.13841329258112
32.0,0.7083482471684625,0.06306246697208628,0.0,11.056937136374813
33.0,1.0,0.32696044559586,0.43695080690857235,10.009643835102429
34.0,0.0,1e-10,1.0,11.090354888959125
35.0,1.0,0.13987254372109342,0.0,10.783192248751234
36.0,1.0,0.14069894930548843,0.8257301394956962,10.883217762241564
37.0,0.0,0.6419655927873945,1.0,11.090354888959125
38.0,0.0047223770957439005,20.0,1.0,10.816300692719942
39.0,0.0,1e-10,1.0,11.090354888959125
40.0,0.9799363599978752,0.14273634701519555,1.0,10.885579795487198
41.0,0.0,1e-10,1.0,11.090354888959125
42.0,0.2634565403532401,0.5309131857017114,1.0,10.987967342223161
43.0,0.0,1e-10,0.6170101553838275,11.090354888959125
44.0,0.0,1e-10,1.0,11.090354888959125
45.0,0.0,1e-10,1.0,11.090354888959125
46.0,0.12083508911455605,20.0,0.8575680920217724,8.774079302517597
47.0,0.005483263087673152,20.0,0.07221444284709741,10.422975617027639
48.0,1.0,0.4648141718749909,0.41077400187622914,8.968370556513142
49.0,0.0,1e-10,1.0,11.090354888959125
50.0,1.0,7.722807049830638,1.0,9.704060527925947
51.0,0.0,0.026797741483684415,0.28906860494499487,11.090354888959125
52.0,1.0,0.06743666301110898,0.0,10.989781040360205
53.0,1.0,0.144474467788352,0.8604408064305714,10.870568353200301
54.0,1.0,9.653230946319326,0.6829809676885258,6.931471805600247
55.0,0.0,1e-10,0.9692821228310555,11.090354888959125
56.0,1.0,5.4573417703371625,0.02734132327250205,8.31776640946655
57.0,0.0,1e-10,1.0,11.090354888959125
58.0,0.0,1e-10,0.9179724192590526,11.090354888959125
59.0,0.0,1e-10,0.6921784625484615,11.090354888959125
60.0,0.0,1e-10,1.0,11.090354888959125
61.0,1.0,20.0,0.6690742567723488,8.381076200281997
62.0,0.0,1e-10,1.0,11.090354888959125
