Subject,a_gain,a_loss,beta,iProbA,iProbB,iProbC,llh,iprobA,iprobB,iprobC
1.0,0.29498706372439754,0.21593194631886814,0.5224963936080913,,,,6.62686843871418,0.4737838181315307,0.25265146240370423,0.2889393195659384
2.0,0.03150533363969543,0.44134396786771124,0.5944575964019548,,,,7.2945029616904185,0.10835179322212249,0.22620664803194518,0.05238977214107829
3.0,0.2410695284343154,0.006055712296998084,0.266101332845221,,,,7.8108839592780885,0.8189075168385821,0.9059336942652046,0.9413884266210223
4.0,0.26357560869968055,0.023652080405840326,0.022452759022273838,,,,8.312261443986998,0.6986911628867762,0.7733629940641508,0.7086316228831873
5.0,0.052321181901323136,0.043287432452187025,0.9797905302270749,,,,8.004943519430658,0.5246774231791014,0.5727612586008195,0.5351173625340107
6.0,0.16134408627703187,0.05375276579722092,0.5239787317237701,,,,4.672294768382809,0.00425020838413692,0.6827859150479649,0.2116525160606056
7.0,0.8494101459679488,0.10547708844691518,9.999999960041972e-11,,,,8.317766167047495,1.0,0.8923401906276178,0.6958111304901252
8.0,0.11489790095365127,0.7483389626216991,0.9581126239232041,,,,7.548843906571632,0.7074403515638505,0.6393704772061114,0.06567511627140132
9.0,0.2156076083955797,0.2574455124608365,0.0022415237283932446,,,,8.326919989817393,0.9937009429481388,0.3215770078286051,0.6942470817275399
10.0,0.21119203378824525,0.16874872550999165,0.844761228995158,,,,6.434524077809827,0.45640853269082404,0.7422033334248685,0.2953029402297626
11.0,0.1287214001298391,0.35485652771062093,0.11074218200384037,,,,8.050716704555365,0.7340551055987945,0.2986832214926376,0.02610856200220561
12.0,0.189317196976736,0.4406059779058369,0.22490178744242562,,,,7.513005758046764,0.63286253888657,0.621124380878298,0.1105126852075674
13.0,0.036462187095529175,0.16230038147741876,0.2767410941524,,,,7.5496695781854175,0.2243335106823713,0.6753229895772874,0.2401438325909098
14.0,0.7601953066776332,0.04515425068238496,0.14728186165146234,,,,7.6223922549320395,0.9999993408392353,0.1313674936967391,0.6440043723677006
15.0,0.2440565495875848,0.1119064701089604,0.8886576611391357,,,,6.629289707662946,0.8947575761603428,0.595320208843338,0.43586597141739275
16.0,0.018780901904800716,0.511789961295546,0.10489447270559185,,,,7.875352235209741,0.21219161733293554,0.6401336574861484,0.10867941672179383
17.0,0.1758592772740446,0.03263968109595394,0.4127034130222836,,,,6.932022878560327,0.7303567540756044,0.5010567286196004,0.7650770982221234
18.0,0.009114386627062862,0.941639944377504,0.9555993521660298,,,,5.053693946598349,0.44734526378840445,0.4176233306941607,0.18108246589540017
19.0,0.06154994260699662,0.02275957444648996,0.2946232928729169,,,,6.193432363195848,0.16579120539324838,0.7773169642119591,0.0021733712646631992
20.0,0.0416055753465705,0.28081878499676227,0.1398252238166564,,,,8.313537059544215,0.5135547408364366,0.4990393237600648,0.5166909397975972
21.0,0.9138179560886915,0.13333258664736997,0.2639287935242829,,,,6.8882425113898735,0.9999489923076501,0.9884346772897149,0.256542688401484
22.0,0.4222335442912176,0.4505996817378508,0.1533341920753981,,,,8.3285312002187,0.916939385846502,0.927473374486018,0.007901814619927436
23.0,0.7849394140005593,2.2952961340248206e-09,0.32470967720018756,,,,5.643529451064493,0.9999999999847001,0.9999999995063723,0.7979407733074176
24.0,0.6781612852454942,0.35455233306189354,0.8126091131656444,,,,5.262928182258339,0.7902131384432185,0.5528285945947873,0.1102686064297912
25.0,0.6751836586725638,0.1519938231837018,0.04690786068488273,,,,8.392362048508645,0.9123936843785078,0.4260324245224912,0.9155775114254731
26.0,0.42890191647904485,0.7372015046309199,0.0002830026802447261,,,,8.319209719701469,0.9254997573961004,0.7710544223198785,0.0001479521965397997
27.0,0.32289089651745523,0.6092698536265204,0.20715536967240716,,,,7.201202569120041,0.9907654401120213,0.8481248732117648,0.00032305220701108123
28.0,0.37588045329590497,0.03365032560936162,0.21863282044127463,,,,7.148379660268088,0.9223102987118059,0.900430797344659,0.013556571531495875
29.0,0.9825744474620726,0.05952922299379426,0.7478834339560654,,,,7.017213229608047,0.6603287056900906,0.23129047760319632,0.38211906009251795
30.0,0.9905132785283148,0.8784416039154079,0.1572632374033925,,,,7.7203165813664505,0.9999992499997793,0.9999999999998869,0.43258837391949867
31.0,0.1744435705200315,0.38388564760446914,0.4485147348149451,,,,6.4279760937003605,0.866798925663124,0.2326843227541041,0.036243429525733305
32.0,0.6271834187972698,0.009895584169649418,0.2774009615185228,,,,7.036895694174326,0.18313557716345863,0.8080464591271623,0.8603096558774115
33.0,0.20051304982857754,0.12772069135105724,0.059602192245251685,,,,8.236258978705635,1.0,0.5779626265450037,3.908515289289629e-07
34.0,0.15798012468615988,0.11501580004186705,0.6958465476997987,,,,6.615402095153511,0.15568357363073915,0.5821232167679733,0.48945070923631506
35.0,0.12819947455749425,0.08792987637053307,0.22040705629262103,,,,8.170030493316151,0.8156795363862746,0.868266910442477,0.29415769815995035
36.0,0.05697037145101036,0.2967522231204214,0.14652057814096575,,,,7.908947913976453,0.45290309163167064,0.18867908429578503,0.4936897436773514
37.0,0.03609817496737803,0.6842157730855736,0.16319153976986656,,,,7.67417847668925,0.03286007797984923,0.2511680345297051,0.0009764198364866166
38.0,0.08629878915269307,0.09905267259476314,0.055920477961071136,,,,8.132992207956768,0.82578560369435,0.018228983740201765,0.51767585222097
39.0,0.5726793678052245,0.17385563899899759,0.45168818113811926,,,,7.7729021017333135,0.8743226296469586,0.23392692512766616,0.46118297049508716
40.0,0.06970595841681618,0.32281552984306827,0.3694373566844547,,,,7.220292795713346,0.4306903103573593,0.698361661683719,0.016799767989476494
41.0,0.957957349071931,0.30173766378103006,0.33496237378127736,,,,7.031763799605362,0.9999999962534024,0.9999516413834678,0.1912946137272265
42.0,0.11017015632060578,0.0020109659323049867,0.08897802132008203,,,,8.379006417676003,0.7974307662601665,0.5656259149989181,0.7313135328961036
43.0,0.23761251116723045,0.014328695616028897,0.24987006017599075,,,,7.503646759756919,0.9025287683878248,0.9658665106550011,0.2523022679056562
44.0,0.12171722037598381,0.25523535813317866,0.8790820864556742,,,,3.3854548678116263,0.0,0.35224888236680113,0.13075984559486292
45.0,0.7268244540257752,0.07757167897945316,0.0808051168237454,,,,8.241819072494842,0.9940594051261062,0.999992757401237,0.645270711634792
46.0,0.06174259980306673,0.8880227599634956,0.445125091404418,,,,6.82334279411211,0.6574446899761934,5.129933482395248e-06,0.2482339554154965
47.0,0.15014316367823213,0.607559784774668,0.11374369781797773,,,,7.581256989008987,0.7440679647248348,0.8488486988598307,0.0001492143676908746
48.0,0.4520150028909985,0.18266618878639707,0.06376850035040249,,,,8.30032464983664,0.8871151477987309,0.7384578986582792,0.3411131443981341
49.0,0.32196761841714633,0.035245154651980935,0.22550823318317384,,,,7.226581027155298,0.9666761329822933,0.9777946345445458,0.5526822099261632
50.0,0.06406086160889665,0.014026163552458035,0.3119885378165711,,,,7.328336024367454,0.559625690938043,0.8818499545165447,0.7556170219991232
51.0,0.0754102745158789,0.37800072327093526,0.33372012247331106,,,,6.923446332606951,0.5293540239744723,0.26226264464631277,0.057626248189360615
52.0,0.004346185581591088,0.8783270582005737,0.008658564828569316,,,,8.291709290699723,0.33020089780646866,0.2883862510540173,7.342657196354524e-05
53.0,0.21266858544189204,0.355394287789077,0.1649095412109485,,,,7.512556871026305,0.9915607270807216,0.3215749794013055,0.01134449351186712
54.0,0.2369201386857312,0.057834670152321736,0.092617946276572,,,,8.207142382977151,1.0,0.9999982482948206,0.6918640539038272
55.0,0.02334663856918577,0.20518490425136213,0.25268765740065063,,,,8.097075033231365,0.4233587823276652,0.4206520173620407,0.62406400576153
56.0,0.25856609660121505,0.16432981044227407,0.17693441029574233,,,,8.091360687238703,0.7834779907646603,0.10396812995463535,0.36791376012078325
57.0,0.04513014954005198,0.5899118485526436,0.5944280623516855,,,,5.433292522772743,0.3820151509278356,0.3405712655493674,0.047903662353397825
58.0,0.24873894703092414,0.5137647038340213,0.1327899400314192,,,,7.743544690574204,0.4764691418528967,0.07830668957203858,0.010570180076606447
59.0,0.41477928459001334,0.03650989024707601,0.15581609108904232,,,,7.5012826018456185,0.9993743683004124,0.9755116570077689,0.524535853569202
60.0,0.9931989784077712,0.03248044551883958,0.6791905265445397,,,,5.403509452374779,0.01401404523947376,0.956311687265404,0.35328652665352056
61.0,0.10630017223941468,0.3931690819506406,0.6369557344846212,,,,5.03454759874268,0.7014594992599528,0.07138922843854974,0.11403818098645765
62.0,0.6947981074302607,0.014183811944565602,0.8093678365067737,,,,6.033849656231009,0.16122462126922302,0.3812768691784606,0.47388771738862795
63.0,0.9984784622897219,0.10945425234073092,0.900553929301668,,,,5.184845663361401,0.26297545146972245,0.3630808229977713,0.5684855867476173
64.0,0.12288414107538254,0.17471075122582128,0.39805912322238185,,,,7.663649062267474,0.8360450866300012,0.5931713507591923,0.3124733456233346
65.0,0.14149647771789262,0.001626090612011466,0.3145436163108701,,,,5.513232380385761,1.0,0.9777563842193256,0.7164676738206502
66.0,0.031025982366640954,0.48529143449380296,0.6089309643626235,,,,7.675369037164277,0.6027448104484561,0.9016608058033951,0.00294812179546279
67.0,0.048607381879217204,0.5830577254511417,0.23629987231454908,,,,7.350456319907309,0.12199216670468821,0.03378213435161641,0.10377546065778587
68.0,0.06524979356917494,0.12608702385231998,0.17533904537348033,,,,8.263533551108276,0.3961628361402945,0.6438257277413996,0.34166202053132644
69.0,0.0028796896331454557,0.21796940314431199,0.4411782833958557,,,,7.605197225693998,0.24619242123728924,0.3023263546657882,0.27388478658985815
70.0,0.09106538236806239,0.615258756847098,0.19629992388161555,,,,7.62649853418937,0.7788176969438608,0.8296049013436131,0.08936580871634436
71.0,0.4399804455434244,0.09101284795640507,0.7310239679621429,,,,6.226120922120782,0.7847825953781551,0.012175153473786282,0.31655064465126864
72.0,0.22430273493328634,0.32679112265587107,0.01899676908133774,,,,8.35588758052511,0.6375867799076306,0.7836385189646322,0.1758755714832319
