"onset"	"duration"	"my_codes"	"trial_type"	"response_time"	"response_key"	"stim_file_left"	"stim_file_right"
2.01645054598339	2	"View"	"Neutral"	0.576000646338798	1	"images/C7f07.jpg"	"images/silhouette.jpg"
4.01645054598339	4	"Decision"	"Neutral"	0.576000646338798	1	"images/C7f07.jpg"	"images/silhouette.jpg"
14.0237232153304	2	"View"	"Neutral"	0.450675668776967	1	"images/C4f03.jpg"	"images/silhouette.jpg"
16.0237232153304	4	"Decision"	"Neutral"	0.450675668776967	1	"images/C4f03.jpg"	"images/silhouette.jpg"
30.057171577937	2	"View"	"Untrustworthy"	0.505226377747022	1	"images/silhouette.jpg"	"images/B1f03.jpg"
32.057171577937	4	"Decision"	"Untrustworthy"	0.505226377747022	1	"images/silhouette.jpg"	"images/B1f03.jpg"
42.0589504919481	2	"View"	"Trustworthy"	0.633755334769376	1	"images/silhouette.jpg"	"images/A9f03.jpg"
44.0589504919481	4	"Decision"	"Trustworthy"	0.633755334769376	1	"images/silhouette.jpg"	"images/A9f03.jpg"
52.0864954994759	2	"View"	"Neutral"	0.509971475927159	1	"images/C6f04.jpg"	"images/silhouette.jpg"
54.0864954994759	4	"Decision"	"Neutral"	0.509971475927159	1	"images/C6f04.jpg"	"images/silhouette.jpg"
62.0915438152151	2	"View"	"Neutral"	0.517318100784905	1	"images/C3f08.jpg"	"images/silhouette.jpg"
64.0915438152151	4	"Decision"	"Neutral"	0.517318100784905	1	"images/C3f08.jpg"	"images/silhouette.jpg"
72.111109594116	2	"View"	"Untrustworthy"	0.733629951719195	2	"images/B8f04.jpg"	"images/silhouette.jpg"
74.111109594116	4	"Decision"	"Untrustworthy"	0.733629951719195	2	"images/B8f04.jpg"	"images/silhouette.jpg"
82.1352236357052	2	"View"	"Trustworthy"	0.46246872539632	2	"images/silhouette.jpg"	"images/A7f07.jpg"
84.1352236357052	4	"Decision"	"Trustworthy"	0.46246872539632	2	"images/silhouette.jpg"	"images/A7f07.jpg"
96.1444248367334	2	"View"	"Neutral"	0.683814669842832	1	"images/silhouette.jpg"	"images/C7f03.jpg"
98.1444248367334	4	"Decision"	"Neutral"	0.683814669842832	1	"images/silhouette.jpg"	"images/C7f03.jpg"
