id,trial,prob_recip,pe,svcho
sub-1018,1,0.5,0.5,9.0
sub-1018,2,0.5,0.5,9.0
sub-1018,3,0.5001620248870354,-0.5001620248870354,9.002916447966637
sub-1018,4,0.5001620248870354,0.49983797511296457,9.001944298644425
sub-1018,5,0.4984104895254675,0.5015895104745325,8.990462937152806
sub-1018,6,0.5003239972699428,0.4996760027300572,9.003887967239313
sub-1018,7,0.5004859171657361,0.4995140828342639,9.00874650898325
sub-1018,8,0.5,-0.5,9.0
sub-1018,9,0.5006477845914237,0.4993522154085763,9.003886707548542
sub-1018,10,0.5008095995640086,0.4991904004359914,9.009715194768104
sub-1018,11,0.4985730294930131,0.5014269705069869,8.982876353916158
sub-1018,12,0.4987355167895189,0.5012644832104811,8.992413100737114
sub-1018,13,0.49889795143205296,-0.49889795143205296,8.980163125776953
sub-1018,14,0.4971508427747246,-0.4971508427747246,9.0
sub-1018,15,0.4982490320392042,-0.4982490320392042,8.978988384470451
sub-1018,16,0.4965041958560078,-0.4965041958560078,8.979025175136048
sub-1018,17,0.4947654699773187,-0.4947654699773187,8.905778459591737
sub-1018,18,0.4971508427747246,-0.4971508427747246,8.982905056648347
sub-1018,19,0.5009713621004882,0.4990286378995118,9.011656345205859
sub-1018,20,0.49540985237996227,-0.49540985237996227,8.944918228559548
sub-1018,21,0.49367495882200246,-0.49367495882200246,9.0
sub-1018,22,0.4930328330052419,-0.4930328330052419,9.0
sub-1018,23,0.4930328330052419,-0.4930328330052419,8.95819699803145
sub-1018,24,0.5011330722178544,0.4988669277821456,9.013596866614254
sub-1018,25,0.49367495882200246,0.5063250411779976,8.962049752932014
sub-1018,26,0.4913062636168168,-0.4913062636168168,9.0
sub-1018,27,0.4913062636168168,-0.4913062636168168,9.0
sub-1018,28,0.4938390333372026,0.5061609666627974,8.92606840004643
sub-1018,29,0.5012947299330937,0.49870527006690635,9.007768379598563
sub-1018,30,0.5014563352631868,0.4985436647368132,9.017476023158242
sub-1018,31,0.4913062636168168,-0.4913062636168168,9.0
sub-1018,32,0.4940030546840931,-0.4940030546840931,8.928036656209118
sub-1018,33,0.4913062636168168,-0.4913062636168168,9.0
sub-1018,34,0.4913062636168168,-0.4913062636168168,8.9478375817009
sub-1018,35,0.4922730876415189,-0.4922730876415189,8.953638525849113
sub-1018,36,0.4895857405637541,-0.4895857405637541,9.0
sub-1018,37,0.49054917883267424,-0.49054917883267424,9.0
sub-1018,38,0.5016178882251092,-0.5016178882251092,9.009707329350656
sub-1018,39,0.4998612545234208,-0.4998612545234208,9.0
sub-1018,40,0.4895857405637541,-0.4895857405637541,9.0
sub-1018,41,0.4998612545234208,0.5001387454765792,8.999167527140525
sub-1018,42,0.4895857405637541,-0.4895857405637541,9.0
sub-1018,43,0.4895857405637541,-0.4895857405637541,9.0
sub-1018,44,0.5000233243708965,0.49997667562910353,9.000279892450758
sub-1018,45,0.5001853416996748,-0.5001853416996748,9.00111205019805
