"onset"	"duration"	"my_codes"	"trial_type"	"response_time"	"response_key"	"stim_file"	"trial_earnings"
0.00413298350758851	2.58396470593289	"Decision"	"Neutral"	2.58396470593289	3	"images/C1f01.jpg"	15
2.60047957394272	3.41603529406711	"Response"	"Neutral"	2.58396470593289	3	"images/C1f01.jpg"	15
6.01629243209027	2	"Thinking"	"Neutral"	2.58396470593289	3	"images/C1f01.jpg"	15
8.01932347635739	2	"Feedback"	"Neutral"	2.58396470593289	3	"images/C1f01.jpg"	15
14.019936170429	1.8502642493695	"Decision"	"Untrustworthy"	1.8502642493695	2	"images/B1f01.jpg"	6
15.8836831056979	4.1497357506305	"Response"	"Untrustworthy"	1.8502642493695	2	"images/B1f01.jpg"	6
20.0334558342583	2	"Thinking"	"Untrustworthy"	1.8502642493695	2	"images/B1f01.jpg"	6
22.0363526204601	2	"Feedback"	"Untrustworthy"	1.8502642493695	2	"images/B1f01.jpg"	6
28.0369971725158	1.90056433854625	"Decision"	"Untrustworthy"	1.90056433854625	2	"images/B1f01.jpg"	6
29.9509548812639	4.09943566145375	"Response"	"Untrustworthy"	1.90056433854625	2	"images/B1f01.jpg"	6
34.0504900983069	2	"Thinking"	"Untrustworthy"	1.90056433854625	2	"images/B1f01.jpg"	6
36.0533146357629	2	"Feedback"	"Untrustworthy"	1.90056433854625	2	"images/B1f01.jpg"	6
44.05448939302	2.46696514403448	"Decision"	"Neutral"	2.46696514403448	3	"images/C1f01.jpg"	15
46.5347386803478	3.53303485596552	"Response"	"Neutral"	2.46696514403448	3	"images/C1f01.jpg"	15
50.0675875092857	2	"Thinking"	"Neutral"	2.46696514403448	3	"images/C1f01.jpg"	15
52.0707465538289	2	"Feedback"	"Neutral"	2.46696514403448	3	"images/C1f01.jpg"	15
62.0713234080467	1.28376843919978	"Decision"	"Trustworthy"	1.28376843919978	4	"images/A1f01.jpg"	18
63.3686365419999	4.71623156080022	"Response"	"Trustworthy"	1.28376843919978	4	"images/A1f01.jpg"	18
68.0848265739623	2	"Thinking"	"Trustworthy"	1.28376843919978	4	"images/A1f01.jpg"	18
70.0876994668506	2	"Feedback"	"Trustworthy"	1.28376843919978	4	"images/A1f01.jpg"	18
76.0883957878686	1.21696884208359	"Decision"	"Untrustworthy"	1.21696884208359	1	"images/B1f01.jpg"	9
77.3189599558245	8.78303115791641	"Response"	"Untrustworthy"	1.21696884208359	1	"images/B1f01.jpg"	9
86.1019143138546	2	"Thinking"	"Untrustworthy"	1.21696884208359	1	"images/B1f01.jpg"	9
86.1129155026283	2	"Feedback"	"Untrustworthy"	1.21696884208359	1	"images/B1f01.jpg"	9
92.1222657738253	1.60052508511581	"Decision"	"Trustworthy"	1.60052508511581	4	"images/A1f01.jpg"	18
93.7362143802457	4.39947491488419	"Response"	"Trustworthy"	1.60052508511581	4	"images/A1f01.jpg"	18
98.135783161968	2	"Thinking"	"Trustworthy"	1.60052508511581	4	"images/A1f01.jpg"	18
100.138776090695	2	"Feedback"	"Trustworthy"	1.60052508511581	4	"images/A1f01.jpg"	18
108.139360909117	1.63472104491666	"Decision"	"Trustworthy"	1.63472104491666	4	"images/A1f01.jpg"	18
109.787696622312	4.36527895508334	"Response"	"Trustworthy"	1.63472104491666	4	"images/A1f01.jpg"	18
114.152796377195	2	"Thinking"	"Trustworthy"	1.63472104491666	4	"images/A1f01.jpg"	18
116.15608399082	2	"Feedback"	"Trustworthy"	1.63472104491666	4	"images/A1f01.jpg"	18
122.156750160735	1.80064739659429	"Decision"	"Neutral"	1.80064739659429	4	"images/C1f01.jpg"	18
123.970672598109	4.19935260340571	"Response"	"Neutral"	1.80064739659429	4	"images/C1f01.jpg"	18
128.16992507712	2	"Thinking"	"Neutral"	1.80064739659429	4	"images/C1f01.jpg"	18
130.172911179252	2	"Feedback"	"Neutral"	1.80064739659429	4	"images/C1f01.jpg"	18
142.174363554455	1.35033137816936	"Decision"	"Trustworthy"	1.35033137816936	4	"images/A1f01.jpg"	0
143.537599626696	4.64966862183064	"Response"	"Trustworthy"	1.35033137816936	4	"images/A1f01.jpg"	0
148.187220461667	2	"Thinking"	"Trustworthy"	1.35033137816936	4	"images/A1f01.jpg"	0
150.190320910653	2	"Feedback"	"Trustworthy"	1.35033137816936	4	"images/A1f01.jpg"	0
156.190995613812	1.3505390228238	"Decision"	"Untrustworthy"	1.3505390228238	1	"images/B1f01.jpg"	9
157.554743686691	8.6494609771762	"Response"	"Untrustworthy"	1.3505390228238	1	"images/B1f01.jpg"	9
166.204412877327	2	"Thinking"	"Untrustworthy"	1.3505390228238	1	"images/B1f01.jpg"	9
166.218850160018	2	"Feedback"	"Untrustworthy"	1.3505390228238	1	"images/B1f01.jpg"	9
170.224376923405	1.48349025193602	"Decision"	"Neutral"	1.48349025193602	4	"images/C1f01.jpg"	18
171.721533612814	4.51650974806398	"Response"	"Neutral"	1.48349025193602	4	"images/C1f01.jpg"	18
176.23798760958	2	"Thinking"	"Neutral"	1.48349025193602	4	"images/C1f01.jpg"	18
178.241010120371	2	"Feedback"	"Neutral"	1.48349025193602	4	"images/C1f01.jpg"	18
184.242237784434	1.01724646007642	"Decision"	"Trustworthy"	1.01724646007642	2	"images/A1f01.jpg"	12
185.272208600305	4.98275353992358	"Response"	"Trustworthy"	1.01724646007642	2	"images/A1f01.jpg"	12
190.254880220164	2	"Thinking"	"Trustworthy"	1.01724646007642	2	"images/A1f01.jpg"	12
192.258128011366	2	"Feedback"	"Trustworthy"	1.01724646007642	2	"images/A1f01.jpg"	12
