"onset"	"duration"	"my_codes"	"trial_type"	"response_time"	"response_key"	"stim_file_left"	"stim_file_right"
2.01206216821447	2	"View"	"Trustworthy"	1.54762630769983	1	"images/A9f03.jpg"	"images/silhouette.jpg"
4.01206216821447	4	"Decision"	"Trustworthy"	1.54762630769983	1	"images/A9f03.jpg"	"images/silhouette.jpg"
12.0598898630124	2	"View"	"Neutral"	1.66953652538359	2	"images/silhouette.jpg"	"images/C8f08.jpg"
14.0598898630124	4	"Decision"	"Neutral"	1.66953652538359	2	"images/silhouette.jpg"	"images/C8f08.jpg"
24.0744215813465	2	"View"	"Neutral"	1.10048526292667	2	"images/silhouette.jpg"	"images/C6f08.jpg"
26.0744215813465	4	"Decision"	"Neutral"	1.10048526292667	2	"images/silhouette.jpg"	"images/C6f08.jpg"
34.1061838311143	2	"View"	"Trustworthy"	2.28987034992315	1	"images/A5f03.jpg"	"images/silhouette.jpg"
36.1061838311143	4	"Decision"	"Trustworthy"	2.28987034992315	1	"images/A5f03.jpg"	"images/silhouette.jpg"
46.1081339849625	2	"View"	"Trustworthy"	0.751574402209371	1	"images/A4f03.jpg"	"images/silhouette.jpg"
48.1081339849625	4	"Decision"	"Trustworthy"	0.751574402209371	1	"images/A4f03.jpg"	"images/silhouette.jpg"
62.1250465067569	2	"View"	"Untrustworthy"	1.03355083893985	2	"images/B6f08.jpg"	"images/silhouette.jpg"
64.1250465067569	4	"Decision"	"Untrustworthy"	1.03355083893985	2	"images/B6f08.jpg"	"images/silhouette.jpg"
80.142555224942	2	"View"	"Neutral"	1.33379546157084	1	"images/C3f04.jpg"	"images/silhouette.jpg"
82.142555224942	4	"Decision"	"Neutral"	1.33379546157084	1	"images/C3f04.jpg"	"images/silhouette.jpg"
94.1598551606294	2	"View"	"Neutral"	1.68377128359862	1	"images/C5f03.jpg"	"images/silhouette.jpg"
96.1598551606294	4	"Decision"	"Neutral"	1.68377128359862	1	"images/C5f03.jpg"	"images/silhouette.jpg"
104.176390508655	2	"View"	"Trustworthy"	0.900510862935334	2	"images/A5f08.jpg"	"images/silhouette.jpg"
106.176390508655	4	"Decision"	"Trustworthy"	0.900510862935334	2	"images/A5f08.jpg"	"images/silhouette.jpg"
124.194057378219	2	"View"	"Untrustworthy"	2.28363133687526	2	"images/B6f08.jpg"	"images/silhouette.jpg"
126.194057378219	4	"Decision"	"Untrustworthy"	2.28363133687526	2	"images/B6f08.jpg"	"images/silhouette.jpg"
134.230434461031	2	"View"	"Untrustworthy"	0.452100625261664	1	"images/silhouette.jpg"	"images/B2f07.jpg"
136.230434461031	4	"Decision"	"Untrustworthy"	0.452100625261664	1	"images/silhouette.jpg"	"images/B2f07.jpg"
146.259037666256	2	"View"	"Neutral"	1.90684544970281	1	"images/C8f08.jpg"	"images/silhouette.jpg"
148.259037666256	4	"Decision"	"Neutral"	1.90684544970281	1	"images/C8f08.jpg"	"images/silhouette.jpg"
164.262034008279	2	"View"	"Neutral"	0.967037961818278	1	"images/C6f04.jpg"	"images/silhouette.jpg"
166.262034008279	4	"Decision"	"Neutral"	0.967037961818278	1	"images/C6f04.jpg"	"images/silhouette.jpg"
174.296600884059	2	"View"	"Untrustworthy"	0.836768478853628	2	"images/silhouette.jpg"	"images/B7f07.jpg"
176.296600884059	4	"Decision"	"Untrustworthy"	0.836768478853628	2	"images/silhouette.jpg"	"images/B7f07.jpg"
184.312255590688	2	"View"	"Random"	1.08395844837651	1	"images/silhouette.jpg"	"images/Random2.jpg"
186.312255590688	4	"Decision"	"Random"	1.08395844837651	1	"images/silhouette.jpg"	"images/Random2.jpg"
194.328923490131	2	"View"	"Neutral"	0.850503182969987	2	"images/silhouette.jpg"	"images/C6f08.jpg"
196.328923490131	4	"Decision"	"Neutral"	0.850503182969987	2	"images/silhouette.jpg"	"images/C6f08.jpg"
206.355535581242	2	"View"	"Untrustworthy"	0.729041250189766	2	"images/B5f03.jpg"	"images/silhouette.jpg"
208.355535581242	4	"Decision"	"Untrustworthy"	0.729041250189766	2	"images/B5f03.jpg"	"images/silhouette.jpg"
220.363572285976	2	"View"	"Untrustworthy"	1.25018972484395	2	"images/B8f08.jpg"	"images/silhouette.jpg"
222.363572285976	4	"Decision"	"Untrustworthy"	1.25018972484395	2	"images/B8f08.jpg"	"images/silhouette.jpg"
230.3794653574	2	"View"	"Untrustworthy"	0.700508587295189	1	"images/B5f08.jpg"	"images/silhouette.jpg"
232.3794653574	4	"Decision"	"Untrustworthy"	0.700508587295189	1	"images/B5f08.jpg"	"images/silhouette.jpg"
248.410711624194	2	"View"	"Trustworthy"	1.35823154938407	1	"images/silhouette.jpg"	"images/A8f08.jpg"
250.410711624194	4	"Decision"	"Trustworthy"	1.35823154938407	1	"images/silhouette.jpg"	"images/A8f08.jpg"
266.419710321352	2	"View"	"Neutral"	0.848857954144478	1	"images/C1f03.jpg"	"images/silhouette.jpg"
268.419710321352	4	"Decision"	"Neutral"	0.848857954144478	1	"images/C1f03.jpg"	"images/silhouette.jpg"
276.441771294922	2	"View"	"Trustworthy"	0.794866339303553	2	"images/silhouette.jpg"	"images/A4f03.jpg"
278.441771294922	4	"Decision"	"Trustworthy"	0.794866339303553	2	"images/silhouette.jpg"	"images/A4f03.jpg"
286.447979588294	2	"View"	"Trustworthy"	1.48378835036419	1	"images/silhouette.jpg"	"images/A3f08.jpg"
288.447979588294	4	"Decision"	"Trustworthy"	1.48378835036419	1	"images/silhouette.jpg"	"images/A3f08.jpg"
300.468753164401	2	"View"	"Trustworthy"	0.482990766875446	1	"images/A8f04.jpg"	"images/silhouette.jpg"
302.468753164401	4	"Decision"	"Trustworthy"	0.482990766875446	1	"images/A8f04.jpg"	"images/silhouette.jpg"
310.482081681257	2	"View"	"Neutral"	0.800559787545353	1	"images/C3f04.jpg"	"images/silhouette.jpg"
312.482081681257	4	"Decision"	"Neutral"	0.800559787545353	1	"images/C3f04.jpg"	"images/silhouette.jpg"
